devices,date,time_slot,kfz_h,sv_h
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-01,00-04,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-01,04-08,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-01,08-12,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-01,12-16,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-01,16-20,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-01,20-24,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-02,00-04,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-02,04-08,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-02,08-12,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-02,12-16,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-02,16-20,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-02,20-24,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-03,00-04,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-03,04-08,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-03,08-12,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-03,12-16,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-03,16-20,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-03,20-24,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-04,00-04,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-04,04-08,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-04,08-12,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-04,12-16,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-04,16-20,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-04,20-24,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-05,00-04,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-05,04-08,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-05,08-12,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-05,12-16,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-05,16-20,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-05,20-24,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-06,00-04,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-06,04-08,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-06,08-12,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-06,12-16,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-06,16-20,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-06,20-24,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-07,00-04,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-07,04-08,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-07,08-12,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-07,12-16,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-07,16-20,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-07,20-24,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-08,00-04,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-08,04-08,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-08,08-12,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-08,12-16,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-08,16-20,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-08,20-24,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-09,00-04,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-09,04-08,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-09,08-12,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-09,12-16,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-09,16-20,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-09,20-24,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-10,00-04,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-10,04-08,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-10,08-12,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-10,12-16,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-10,16-20,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-10,20-24,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-11,00-04,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-11,04-08,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-11,08-12,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-11,12-16,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-11,16-20,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-11,20-24,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-12,00-04,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-12,04-08,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-12,08-12,0.0,0.0
"9629_MQ_Gletschergarten_Ro,DE1,2",2023-01-12,12-16,0.0,0.0
